id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue
392,2013,CR Brathwaite,2013-04-11,KKR,RCB,RCB,CSK,normal,0,RCB,0,8,CH Gayle,M Chinnaswamy Stadium
393,2013,CR Brathwaite,2013-04-11,RR,Pune,RR,CSK,normal,0,Pune,0,7,AJ Finch,Subrata Roy Sahara Stadium
394,2013,CR Brathwaite,2013-04-12,DD,SRH,DD,CSK,normal,0,SRH,0,3,A Mishra,Feroz Shah Kotla
395,2013,CR Brathwaite,2013-04-13,MI,Pune,MI,CSK,normal,0,MI,41,0,RG Sharma,Wankhede Stadium
396,2013,CR Brathwaite,2013-04-13,RCB,CSK,CSK,CSK,normal,0,CSK,0,4,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
397,2013,CR Brathwaite,2013-04-14,KKR,SRH,KKR,CSK,normal,0,KKR,48,0,G Gambhir,Eden Gardens
398,2013,CR Brathwaite,2013-04-14,KXIP,RR,RR,CSK,normal,0,RR,0,6,JP Faulkner,Sawai Mansingh Stadium
399,2013,CR Brathwaite,2013-04-15,Pune,CSK,Pune,CSK,normal,0,Pune,24,0,SPD Smith,"MA Chidambaram Stadium, Chepauk"
400,2013,CR Brathwaite,2013-04-16,KXIP,KKR,KKR,CSK,normal,0,KXIP,4,0,MS Gony,"Punjab Cricket Association Stadium, Mohali"
401,2013,CR Brathwaite,2013-04-16,DD,RCB,RCB,CSK,tie,0,RCB,0,0,V Kohli,M Chinnaswamy Stadium
402,2013,CR Brathwaite,2013-04-17,SRH,Pune,Pune,CSK,normal,0,SRH,11,0,A Mishra,Subrata Roy Sahara Stadium
403,2013,CR Brathwaite,2013-04-17,RR,MI,RR,CSK,normal,0,RR,87,0,AM Rahane,Sawai Mansingh Stadium
404,2013,CR Brathwaite,2013-04-18,CSK,DD,CSK,CSK,normal,0,CSK,86,0,MEK Hussey,Feroz Shah Kotla
405,2013,CR Brathwaite,2013-04-19,KXIP,SRH,KXIP,CSK,normal,0,SRH,0,5,GH Vihari,"Rajiv Gandhi International Stadium, Uppal"
406,2013,CR Brathwaite,2013-04-20,KKR,CSK,KKR,CSK,normal,0,CSK,0,4,RA Jadeja,Eden Gardens
407,2013,CR Brathwaite,2013-04-20,RR,RCB,RCB,CSK,normal,0,RCB,0,7,R Vinay Kumar,M Chinnaswamy Stadium
408,2013,CR Brathwaite,2013-04-21,MI,DD,MI,CSK,normal,0,DD,0,9,V Sehwag,Feroz Shah Kotla
409,2013,CR Brathwaite,2013-04-21,Pune,KXIP,KXIP,CSK,normal,0,KXIP,0,7,DA Miller,"Punjab Cricket Association Stadium, Mohali"
410,2013,CR Brathwaite,2013-04-22,RR,CSK,RR,CSK,normal,0,CSK,0,5,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
411,2013,CR Brathwaite,2013-04-23,RCB,Pune,Pune,CSK,normal,0,RCB,130,0,CH Gayle,M Chinnaswamy Stadium
412,2013,CR Brathwaite,2013-05-16,KXIP,DD,DD,CSK,normal,0,KXIP,7,0,DA Miller,Himachal Pradesh Cricket Association Stadium
413,2013,CR Brathwaite,2013-04-24,KKR,MI,KKR,CSK,normal,0,MI,0,5,DR Smith,Eden Gardens
414,2013,CR Brathwaite,2013-04-25,SRH,CSK,SRH,CSK,normal,0,CSK,0,5,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
415,2013,CR Brathwaite,2013-04-26,KXIP,KKR,KXIP,CSK,normal,0,KKR,0,6,JH Kallis,Eden Gardens
416,2013,CR Brathwaite,2013-04-27,SRH,RR,SRH,CSK,normal,0,RR,0,8,JP Faulkner,Sawai Mansingh Stadium
417,2013,CR Brathwaite,2013-04-27,MI,RCB,MI,CSK,normal,0,MI,58,0,DR Smith,Wankhede Stadium
418,2013,CR Brathwaite,2013-04-28,CSK,KKR,KKR,CSK,normal,0,CSK,14,0,MEK Hussey,"MA Chidambaram Stadium, Chepauk"
419,2013,CR Brathwaite,2013-04-28,DD,Pune,Pune,CSK,normal,0,DD,15,0,DA Warner,Shaheed Veer Narayan Singh International Stadium
420,2013,CR Brathwaite,2013-04-29,RCB,RR,RR,CSK,normal,0,RR,0,4,SV Samson,Sawai Mansingh Stadium
421,2013,CR Brathwaite,2013-04-29,MI,KXIP,MI,CSK,normal,0,MI,4,0,RG Sharma,Wankhede Stadium
422,2013,CR Brathwaite,2013-04-30,CSK,Pune,CSK,CSK,normal,0,CSK,37,0,MS Dhoni,Subrata Roy Sahara Stadium
423,2013,CR Brathwaite,2013-05-01,MI,SRH,MI,CSK,normal,0,SRH,0,7,I Sharma,"Rajiv Gandhi International Stadium, Uppal"
424,2013,CR Brathwaite,2013-05-01,KKR,DD,KKR,CSK,normal,0,DD,0,7,DA Warner,Shaheed Veer Narayan Singh International Stadium
425,2013,CR Brathwaite,2013-05-02,CSK,KXIP,CSK,CSK,normal,0,CSK,15,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
426,2013,CR Brathwaite,2013-05-02,RCB,Pune,RCB,CSK,normal,0,RCB,17,0,AB de Villiers,Subrata Roy Sahara Stadium
427,2013,CR Brathwaite,2013-05-03,RR,KKR,RR,CSK,normal,0,KKR,0,8,YK Pathan,Eden Gardens
428,2013,CR Brathwaite,2013-05-04,DD,SRH,DD,CSK,normal,0,SRH,0,6,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal"
429,2013,CR Brathwaite,2013-05-14,RCB,KXIP,KXIP,CSK,normal,0,KXIP,0,7,AC Gilchrist,M Chinnaswamy Stadium
430,2013,CR Brathwaite,2013-05-05,MI,CSK,MI,CSK,normal,0,MI,60,0,MG Johnson,Wankhede Stadium
431,2013,CR Brathwaite,2013-05-05,Pune,RR,Pune,CSK,normal,0,RR,0,5,AM Rahane,Sawai Mansingh Stadium
432,2013,CR Brathwaite,2013-04-09,SRH,RCB,SRH,CSK,normal,0,RCB,0,7,V Kohli,M Chinnaswamy Stadium
433,2013,CR Brathwaite,2013-05-07,DD,RR,DD,CSK,normal,0,RR,0,9,AM Rahane,Sawai Mansingh Stadium
434,2013,CR Brathwaite,2013-05-07,MI,KKR,MI,CSK,normal,0,MI,65,0,SR Tendulkar,Wankhede Stadium
435,2013,CR Brathwaite,2013-05-08,CSK,SRH,SRH,CSK,normal,0,CSK,77,0,SK Raina,"Rajiv Gandhi International Stadium, Uppal"
436,2013,CR Brathwaite,2013-05-09,KXIP,RR,RR,CSK,normal,0,RR,0,8,KK Cooper,"Punjab Cricket Association Stadium, Mohali"
437,2013,CR Brathwaite,2013-05-09,KKR,Pune,KKR,CSK,normal,0,KKR,46,0,G Gambhir,Subrata Roy Sahara Stadium
438,2013,CR Brathwaite,2013-05-10,RCB,DD,DD,CSK,normal,0,RCB,4,0,JD Unadkat,Feroz Shah Kotla
439,2013,CR Brathwaite,2013-05-11,Pune,MI,Pune,CSK,normal,0,MI,0,5,MG Johnson,Subrata Roy Sahara Stadium
440,2013,CR Brathwaite,2013-05-11,SRH,KXIP,KXIP,CSK,normal,0,SRH,30,0,PA Patel,"Punjab Cricket Association Stadium, Mohali"
441,2013,CR Brathwaite,2013-05-12,RCB,KKR,KKR,CSK,normal,0,KKR,0,5,JH Kallis,JSCA International Stadium Complex
442,2013,CR Brathwaite,2013-05-12,CSK,RR,RR,CSK,normal,0,RR,0,5,SR Watson,Sawai Mansingh Stadium
443,2013,CR Brathwaite,2013-04-23,DD,KXIP,KXIP,CSK,normal,0,KXIP,0,5,Harmeet Singh,Feroz Shah Kotla
444,2013,CR Brathwaite,2013-05-13,SRH,MI,SRH,CSK,normal,0,MI,0,7,KA Pollard,Wankhede Stadium
445,2013,CR Brathwaite,2013-05-15,Pune,KKR,KKR,CSK,normal,0,Pune,7,0,MK Pandey,JSCA International Stadium Complex
446,2013,CR Brathwaite,2013-05-14,CSK,DD,CSK,CSK,normal,0,CSK,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk"
447,2013,CR Brathwaite,2013-05-15,MI,RR,RR,CSK,normal,0,MI,14,0,AP Tare,Wankhede Stadium
448,2013,CR Brathwaite,2013-05-06,RCB,KXIP,KXIP,CSK,normal,0,KXIP,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali"
449,2013,CR Brathwaite,2013-05-17,SRH,RR,SRH,CSK,normal,0,SRH,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal"
450,2013,CR Brathwaite,2013-05-18,KXIP,MI,MI,CSK,normal,0,KXIP,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium
451,2013,CR Brathwaite,2013-05-19,Pune,DD,Pune,CSK,normal,0,Pune,38,0,LJ Wright,Subrata Roy Sahara Stadium
452,2013,CR Brathwaite,2013-05-18,RCB,CSK,CSK,CSK,normal,0,RCB,24,0,V Kohli,M Chinnaswamy Stadium
453,2013,CR Brathwaite,2013-05-19,KKR,SRH,KKR,CSK,normal,0,SRH,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal"
454,2013,CR Brathwaite,2013-05-21,CSK,MI,CSK,CSK,normal,0,CSK,48,0,MEK Hussey,Feroz Shah Kotla
455,2013,CR Brathwaite,2013-05-22,SRH,RR,SRH,CSK,normal,0,RR,0,4,BJ Hodge,Feroz Shah Kotla
456,2013,CR Brathwaite,2013-05-24,RR,MI,RR,CSK,normal,0,MI,0,4,Harbhajan Singh,Eden Gardens
457,2013,CR Brathwaite,2013-05-26,MI,CSK,MI,CSK,normal,0,MI,23,0,KA Pollard,Eden Gardens
458,2014,CR Brathwaite,2014-04-16,KKR,MI,KKR,CSK,normal,0,KKR,41,0,JH Kallis,Sheikh Zayed Stadium
459,2014,CR Brathwaite,2014-04-17,DD,RCB,RCB,CSK,normal,0,RCB,0,8,YS Chahal,Sharjah Cricket Stadium
460,2014,CR Brathwaite,2014-04-18,CSK,KXIP,CSK,CSK,normal,0,KXIP,0,6,GJ Maxwell,Sheikh Zayed Stadium
461,2014,CR Brathwaite,2014-04-18,SRH,RR,RR,CSK,normal,0,RR,0,4,AM Rahane,Sheikh Zayed Stadium
462,2014,CR Brathwaite,2014-04-19,MI,RCB,RCB,CSK,normal,0,RCB,0,7,PA Patel,Dubai International Cricket Stadium
463,2014,CR Brathwaite,2014-04-19,KKR,DD,KKR,CSK,normal,0,DD,0,4,JP Duminy,Dubai International Cricket Stadium
464,2014,CR Brathwaite,2014-04-20,RR,KXIP,KXIP,CSK,normal,0,KXIP,0,7,GJ Maxwell,Sharjah Cricket Stadium
465,2014,CR Brathwaite,2014-04-21,CSK,DD,CSK,CSK,normal,0,CSK,93,0,SK Raina,Sheikh Zayed Stadium
466,2014,CR Brathwaite,2014-04-22,KXIP,SRH,SRH,CSK,normal,0,KXIP,72,0,GJ Maxwell,Sharjah Cricket Stadium
467,2014,CR Brathwaite,2014-04-23,CSK,RR,RR,CSK,normal,0,CSK,7,0,RA Jadeja,Dubai International Cricket Stadium
468,2014,CR Brathwaite,2014-04-24,KKR,RCB,RCB,CSK,normal,0,KKR,2,0,CA Lynn,Sharjah Cricket Stadium
469,2014,CR Brathwaite,2014-04-25,SRH,DD,SRH,CSK,normal,0,SRH,4,0,AJ Finch,Dubai International Cricket Stadium
470,2014,CR Brathwaite,2014-04-25,MI,CSK,MI,CSK,normal,0,CSK,0,7,MM Sharma,Dubai International Cricket Stadium
471,2014,CR Brathwaite,2014-04-26,RCB,RR,RR,CSK,normal,0,RR,0,6,PV Tambe,Sheikh Zayed Stadium
472,2014,CR Brathwaite,2014-04-26,KXIP,KKR,KKR,CSK,normal,0,KXIP,23,0,Sandeep Sharma,Sheikh Zayed Stadium
473,2014,CR Brathwaite,2014-04-27,MI,DD,MI,CSK,normal,0,DD,0,6,M Vijay,Sharjah Cricket Stadium
474,2014,CR Brathwaite,2014-04-27,SRH,CSK,SRH,CSK,normal,0,CSK,0,5,DR Smith,Sharjah Cricket Stadium
475,2014,CR Brathwaite,2014-04-28,RCB,KXIP,KXIP,CSK,normal,0,KXIP,0,5,Sandeep Sharma,Dubai International Cricket Stadium
476,2014,CR Brathwaite,2014-04-29,RR,KKR,RR,CSK,tie,0,RR,0,0,JP Faulkner,Sheikh Zayed Stadium
477,2014,CR Brathwaite,2014-04-30,SRH,MI,MI,CSK,normal,0,SRH,15,0,B Kumar,Dubai International Cricket Stadium
478,2014,CR Brathwaite,2014-05-02,CSK,KKR,CSK,CSK,normal,0,CSK,34,0,RA Jadeja,JSCA International Stadium Complex
479,2014,CR Brathwaite,2014-05-03,KXIP,MI,KXIP,CSK,normal,0,MI,0,5,CJ Anderson,Wankhede Stadium
480,2014,CR Brathwaite,2014-05-03,DD,RR,RR,CSK,normal,0,RR,0,7,KK Nair,Feroz Shah Kotla
481,2014,CR Brathwaite,2014-05-04,SRH,RCB,RCB,CSK,normal,0,RCB,0,4,AB de Villiers,M Chinnaswamy Stadium
482,2014,CR Brathwaite,2014-05-05,RR,KKR,KKR,CSK,normal,0,RR,10,0,PV Tambe,"Sardar Patel Stadium, Motera"
483,2014,CR Brathwaite,2014-05-05,DD,CSK,CSK,CSK,normal,0,CSK,0,8,DR Smith,Feroz Shah Kotla
484,2014,CR Brathwaite,2014-05-06,MI,RCB,RCB,CSK,normal,0,MI,19,0,RG Sharma,Wankhede Stadium
485,2014,CR Brathwaite,2014-05-07,DD,KKR,DD,CSK,normal,0,KKR,0,8,G Gambhir,Feroz Shah Kotla
486,2014,CR Brathwaite,2014-05-07,KXIP,CSK,CSK,CSK,normal,0,KXIP,44,0,GJ Maxwell,Barabati Stadium
487,2014,CR Brathwaite,2014-05-08,SRH,RR,RR,CSK,normal,0,SRH,32,0,B Kumar,"Sardar Patel Stadium, Motera"
488,2014,CR Brathwaite,2014-05-09,KXIP,RCB,RCB,CSK,normal,0,KXIP,32,0,Sandeep Sharma,M Chinnaswamy Stadium
489,2014,CR Brathwaite,2014-05-10,DD,SRH,SRH,CSK,normal,1,SRH,0,8,DW Steyn,Feroz Shah Kotla
490,2014,CR Brathwaite,2014-05-10,MI,CSK,CSK,CSK,normal,0,CSK,0,4,DR Smith,Wankhede Stadium
491,2014,CR Brathwaite,2014-05-11,KXIP,KKR,KKR,CSK,normal,0,KKR,0,9,G Gambhir,Barabati Stadium
492,2014,CR Brathwaite,2014-05-11,RCB,RR,RCB,CSK,normal,0,RR,0,5,JP Faulkner,M Chinnaswamy Stadium
493,2014,CR Brathwaite,2014-05-12,SRH,MI,SRH,CSK,normal,0,MI,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal"
494,2014,CR Brathwaite,2014-05-13,RR,CSK,RR,CSK,normal,0,CSK,0,5,RA Jadeja,JSCA International Stadium Complex
495,2014,CR Brathwaite,2014-05-13,RCB,DD,DD,CSK,normal,0,RCB,16,0,Yuvraj Singh,M Chinnaswamy Stadium
496,2014,CR Brathwaite,2014-05-14,SRH,KXIP,KXIP,CSK,normal,0,KXIP,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal"
497,2014,CR Brathwaite,2014-05-14,MI,KKR,KKR,CSK,normal,0,KKR,0,6,RV Uthappa,Barabati Stadium
498,2014,CR Brathwaite,2014-05-15,RR,DD,DD,CSK,normal,0,RR,62,0,AM Rahane,"Sardar Patel Stadium, Motera"
499,2014,CR Brathwaite,2014-05-18,CSK,RCB,CSK,CSK,normal,0,RCB,0,5,AB de Villiers,JSCA International Stadium Complex
500,2014,CR Brathwaite,2014-05-18,SRH,KKR,SRH,CSK,normal,0,KKR,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal"
501,2014,CR Brathwaite,2014-05-19,MI,RR,MI,CSK,normal,0,MI,25,0,MEK Hussey,"Sardar Patel Stadium, Motera"
502,2014,CR Brathwaite,2014-05-19,DD,KXIP,KXIP,CSK,normal,0,KXIP,0,4,AR Patel,Feroz Shah Kotla
503,2014,CR Brathwaite,2014-05-20,RCB,SRH,RCB,CSK,normal,0,SRH,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
504,2014,CR Brathwaite,2014-05-20,CSK,KKR,KKR,CSK,normal,0,KKR,0,8,RV Uthappa,Eden Gardens
505,2014,CR Brathwaite,2014-05-21,KXIP,MI,MI,CSK,normal,0,MI,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
506,2014,CR Brathwaite,2014-05-22,KKR,RCB,RCB,CSK,normal,0,KKR,30,0,RV Uthappa,Eden Gardens
507,2014,CR Brathwaite,2014-05-22,CSK,SRH,SRH,CSK,normal,0,SRH,0,6,DA Warner,JSCA International Stadium Complex
508,2014,CR Brathwaite,2014-05-23,MI,DD,DD,CSK,normal,0,MI,15,0,MEK Hussey,Wankhede Stadium
509,2014,CR Brathwaite,2014-05-23,KXIP,RR,RR,CSK,normal,0,KXIP,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali"
510,2014,CR Brathwaite,2014-05-24,RCB,CSK,CSK,CSK,normal,0,CSK,0,8,MS Dhoni,M Chinnaswamy Stadium
511,2014,CR Brathwaite,2014-05-24,SRH,KKR,KKR,CSK,normal,0,KKR,0,4,YK Pathan,Eden Gardens
512,2014,CR Brathwaite,2014-05-25,DD,KXIP,KXIP,CSK,normal,0,KXIP,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali"
513,2014,CR Brathwaite,2014-05-25,RR,MI,MI,CSK,normal,0,MI,0,5,CJ Anderson,Wankhede Stadium
514,2014,CR Brathwaite,2014-05-27,KKR,KXIP,KXIP,CSK,normal,0,KKR,28,0,UT Yadav,Eden Gardens
515,2014,CR Brathwaite,2014-05-28,MI,CSK,CSK,CSK,normal,0,CSK,0,7,SK Raina,Brabourne Stadium
516,2014,CR Brathwaite,2014-05-30,KXIP,CSK,CSK,CSK,normal,0,KXIP,24,0,V Sehwag,Wankhede Stadium
517,2014,CR Brathwaite,2014-06-01,KXIP,KKR,KKR,CSK,normal,0,KKR,0,3,MK Pandey,M Chinnaswamy Stadium
518,2015,CR Brathwaite,2015-04-08,MI,KKR,KKR,CSK,normal,0,KKR,0,7,M Morkel,Eden Gardens
519,2015,CR Brathwaite,2015-04-09,CSK,DD,DD,CSK,normal,0,CSK,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk"
520,2015,CR Brathwaite,2015-04-10,RR,KXIP,KXIP,CSK,normal,0,RR,26,0,JP Faulkner,Maharashtra Cricket Association Stadium
521,2015,CR Brathwaite,2015-04-11,CSK,SRH,CSK,CSK,normal,0,CSK,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk"
522,2015,CR Brathwaite,2015-04-11,KKR,RCB,RCB,CSK,normal,0,RCB,0,3,CH Gayle,Eden Gardens
523,2015,CR Brathwaite,2015-04-12,DD,RR,RR,CSK,normal,0,RR,0,3,DJ Hooda,Feroz Shah Kotla
524,2015,CR Brathwaite,2015-04-12,KXIP,MI,MI,CSK,normal,0,KXIP,18,0,GJ Bailey,Wankhede Stadium
525,2015,CR Brathwaite,2015-04-13,RCB,SRH,SRH,CSK,normal,0,SRH,0,8,DA Warner,M Chinnaswamy Stadium
526,2015,CR Brathwaite,2015-04-14,MI,RR,MI,CSK,normal,0,RR,0,7,SPD Smith,"Sardar Patel Stadium, Motera"
527,2015,CR Brathwaite,2015-04-30,CSK,KKR,KKR,CSK,normal,0,KKR,0,7,AD Russell,Eden Gardens
528,2015,CR Brathwaite,2015-04-15,KXIP,DD,KXIP,CSK,normal,0,DD,0,5,MA Agarwal,Maharashtra Cricket Association Stadium
529,2015,CR Brathwaite,2015-04-16,SRH,RR,RR,CSK,normal,0,RR,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
530,2015,CR Brathwaite,2015-04-17,MI,CSK,MI,CSK,normal,0,CSK,0,6,A Nehra,Wankhede Stadium
531,2015,CR Brathwaite,2015-04-18,DD,SRH,DD,CSK,normal,0,DD,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
532,2015,CR Brathwaite,2015-04-18,KXIP,KKR,KKR,CSK,normal,0,KKR,0,4,AD Russell,Maharashtra Cricket Association Stadium
533,2015,CR Brathwaite,2015-04-19,CSK,RR,CSK,CSK,normal,0,RR,0,8,AM Rahane,"Sardar Patel Stadium, Motera"
534,2015,CR Brathwaite,2015-04-19,MI,RCB,RCB,CSK,normal,0,MI,18,0,Harbhajan Singh,M Chinnaswamy Stadium
535,2015,CR Brathwaite,2015-04-20,DD,KKR,KKR,CSK,normal,0,KKR,0,6,UT Yadav,Feroz Shah Kotla
536,2015,CR Brathwaite,2015-04-21,RR,KXIP,KXIP,CSK,tie,0,KXIP,0,0,SE Marsh,"Sardar Patel Stadium, Motera"
537,2015,CR Brathwaite,2015-04-22,SRH,KKR,KKR,CSK,normal,1,SRH,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium
538,2015,CR Brathwaite,2015-04-22,CSK,RCB,RCB,CSK,normal,0,CSK,27,0,SK Raina,M Chinnaswamy Stadium
539,2015,CR Brathwaite,2015-04-23,DD,MI,MI,CSK,normal,0,DD,37,0,SS Iyer,Feroz Shah Kotla
540,2015,CR Brathwaite,2015-04-24,RR,RCB,RCB,CSK,normal,0,RCB,0,9,MA Starc,"Sardar Patel Stadium, Motera"
541,2015,CR Brathwaite,2015-04-25,MI,SRH,MI,CSK,normal,0,MI,20,0,SL Malinga,Wankhede Stadium
542,2015,CR Brathwaite,2015-04-25,CSK,KXIP,CSK,CSK,normal,0,CSK,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk"
543,2015,CR Brathwaite,2015-04-26,DD,RCB,RCB,CSK,normal,0,RCB,0,10,VR Aaron,Feroz Shah Kotla
544,2015,CR Brathwaite,2015-04-27,SRH,KXIP,KXIP,CSK,normal,0,SRH,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali"
545,2015,CR Brathwaite,2015-05-07,KKR,DD,KKR,CSK,normal,0,KKR,13,0,PP Chawla,Eden Gardens
546,2015,CR Brathwaite,2015-04-29,RCB,RR,RR,CSK,no result,0,KKR,0,0,,M Chinnaswamy Stadium
547,2015,CR Brathwaite,2015-04-28,CSK,KKR,KKR,CSK,normal,0,CSK,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk"
548,2015,CR Brathwaite,2015-05-01,KXIP,DD,DD,CSK,normal,0,DD,0,9,NM Coulter-Nile,Feroz Shah Kotla
549,2015,CR Brathwaite,2015-05-01,MI,RR,RR,CSK,normal,0,MI,8,0,AT Rayudu,Wankhede Stadium
550,2015,CR Brathwaite,2015-05-02,KKR,RCB,RCB,CSK,normal,0,RCB,0,7,Mandeep Singh,M Chinnaswamy Stadium
551,2015,CR Brathwaite,2015-05-02,SRH,CSK,CSK,CSK,normal,0,SRH,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
552,2015,CR Brathwaite,2015-05-03,MI,KXIP,MI,CSK,normal,0,MI,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali"
553,2015,CR Brathwaite,2015-05-03,RR,DD,DD,CSK,normal,0,RR,14,0,AM Rahane,Brabourne Stadium
554,2015,CR Brathwaite,2015-05-04,CSK,RCB,CSK,CSK,normal,0,CSK,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk"
555,2015,CR Brathwaite,2015-05-04,KKR,SRH,SRH,CSK,normal,0,KKR,35,0,UT Yadav,Eden Gardens
556,2015,CR Brathwaite,2015-05-05,DD,MI,DD,CSK,normal,0,MI,0,5,Harbhajan Singh,Wankhede Stadium
557,2015,CR Brathwaite,2015-05-06,RCB,KXIP,KXIP,CSK,normal,0,RCB,138,0,CH Gayle,M Chinnaswamy Stadium
558,2015,CR Brathwaite,2015-05-07,SRH,RR,RR,CSK,normal,0,SRH,7,0,EJG Morgan,Brabourne Stadium
559,2015,CR Brathwaite,2015-05-08,CSK,MI,CSK,CSK,normal,0,MI,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk"
560,2015,CR Brathwaite,2015-05-09,KXIP,KKR,KXIP,CSK,normal,0,KKR,0,1,AD Russell,Eden Gardens
561,2015,CR Brathwaite,2015-05-09,SRH,DD,SRH,CSK,normal,0,SRH,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium
562,2015,CR Brathwaite,2015-05-10,RCB,MI,RCB,CSK,normal,0,RCB,39,0,AB de Villiers,Wankhede Stadium
563,2015,CR Brathwaite,2015-05-10,CSK,RR,CSK,CSK,normal,0,CSK,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk"
564,2015,CR Brathwaite,2015-05-11,SRH,KXIP,SRH,CSK,normal,0,SRH,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal"
565,2015,CR Brathwaite,2015-05-12,CSK,DD,CSK,CSK,normal,0,DD,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium
566,2015,CR Brathwaite,2015-05-13,KXIP,RCB,RCB,CSK,normal,0,KXIP,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali"
567,2015,CR Brathwaite,2015-05-14,MI,KKR,KKR,CSK,normal,0,MI,5,0,HH Pandya,Wankhede Stadium
568,2015,CR Brathwaite,2015-05-15,SRH,RCB,SRH,CSK,normal,1,RCB,0,6,V Kohli,"Rajiv Gandhi International Stadium, Uppal"
569,2015,CR Brathwaite,2015-05-16,KXIP,CSK,KXIP,CSK,normal,0,CSK,0,7,P Negi,"Punjab Cricket Association Stadium, Mohali"
570,2015,CR Brathwaite,2015-05-16,RR,KKR,RR,CSK,normal,0,RR,9,0,SR Watson,Brabourne Stadium
571,2015,CR Brathwaite,2015-05-17,DD,RCB,RCB,CSK,no result,0,RR,0,0,,M Chinnaswamy Stadium
572,2015,CR Brathwaite,2015-05-17,SRH,MI,SRH,CSK,normal,0,MI,0,9,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal"
573,2015,CR Brathwaite,2015-05-19,MI,CSK,MI,CSK,normal,0,MI,25,0,KA Pollard,Wankhede Stadium
574,2015,CR Brathwaite,2015-05-20,RCB,RR,RCB,CSK,normal,0,RCB,71,0,AB de Villiers,Maharashtra Cricket Association Stadium
575,2015,CR Brathwaite,2015-05-22,RCB,CSK,CSK,CSK,normal,0,CSK,0,3,A Nehra,JSCA International Stadium Complex
576,2015,CR Brathwaite,2015-05-24,MI,CSK,CSK,CSK,normal,0,MI,41,0,RG Sharma,Eden Gardens
577,2016,CR Brathwaite,2016-04-09,MI,Pune,MI,CSK,normal,0,Pune,0,9,AM Rahane,Wankhede Stadium
578,2016,CR Brathwaite,2016-04-10,DD,KKR,KKR,CSK,normal,0,KKR,0,9,AD Russell,Eden Gardens
579,2016,CR Brathwaite,2016-04-11,KXIP,GL,GL,CSK,normal,0,GL,0,5,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali"
580,2016,CR Brathwaite,2016-04-12,RCB,SRH,SRH,CSK,normal,0,RCB,45,0,AB de Villiers,M Chinnaswamy Stadium
581,2016,CR Brathwaite,2016-04-13,KKR,MI,MI,CSK,normal,0,MI,0,6,RG Sharma,Eden Gardens
582,2016,CR Brathwaite,2016-04-14,Pune,GL,Pune,CSK,normal,0,GL,0,7,AJ Finch,Saurashtra Cricket Association Stadium
583,2016,CR Brathwaite,2016-04-15,KXIP,DD,DD,CSK,normal,0,DD,0,8,A Mishra,Feroz Shah Kotla
584,2016,CR Brathwaite,2016-04-16,SRH,KKR,SRH,CSK,normal,0,KKR,0,8,G Gambhir,"Rajiv Gandhi International Stadium, Uppal"
585,2016,CR Brathwaite,2016-04-16,MI,GL,GL,CSK,normal,0,GL,0,3,AJ Finch,Wankhede Stadium
586,2016,CR Brathwaite,2016-04-17,Pune,KXIP,Pune,CSK,normal,0,KXIP,0,6,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali"
