match_id,inning,over,team1,team2,batting_team,winner,total_runs,player_dismissed,innings_wickets,innings_score,aim,remaining_runs,run_rate,required_run_rate,rr_diff,is_batting_team,target
3,1,19,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,16,0,3,169,-1.0,-1.0,8.894736842105264,-1.0,-1.0,1,0
3,1,20,Gujarat Lions,Kolkata Knight Riders,Gujarat Lions,Kolkata Knight Riders,14,1,4,183,-1.0,-1.0,9.15,-1.0,-1.0,1,0
3,2,1,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,7,0,0,7,183.0,176.0,7.0,9.263157894736842,-2.2631578947368425,0,0
3,2,2,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,13,0,0,20,183.0,163.0,10.0,9.055555555555555,0.9444444444444446,0,0
3,2,3,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,17,0,0,37,183.0,146.0,12.333333333333334,8.588235294117647,3.745098039215687,0,0
3,2,4,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,9,0,0,46,183.0,137.0,11.5,8.5625,2.9375,0,0
3,2,5,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,7,0,0,53,183.0,130.0,10.6,8.666666666666666,1.9333333333333336,0,0
3,2,6,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,20,0,0,73,183.0,110.0,12.166666666666666,7.857142857142857,4.309523809523809,0,0
3,2,7,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,23,0,0,96,183.0,87.0,13.714285714285714,6.6923076923076925,7.021978021978021,0,0
3,2,8,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,7,0,0,103,183.0,80.0,12.875,6.666666666666667,6.208333333333333,0,0
3,2,9,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,6,0,0,109,183.0,74.0,12.11111111111111,6.7272727272727275,5.383838383838383,0,0
3,2,10,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,7,0,0,116,183.0,67.0,11.6,6.7,4.8999999999999995,0,0
3,2,11,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,15,0,0,131,183.0,52.0,11.909090909090908,5.777777777777778,6.131313131313131,0,0
3,2,12,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,16,0,0,147,183.0,36.0,12.25,4.5,7.75,0,0
3,2,13,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,6,0,0,153,183.0,30.0,11.76923076923077,4.285714285714286,7.4835164835164845,0,0
3,2,14,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,9,0,0,162,183.0,21.0,11.571428571428571,3.5,8.071428571428571,0,0
3,2,15,Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,22,0,0,184,183.0,-1.0,12.266666666666667,-1.0,13.266666666666667,0,0
4,1,1,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,1,1,1,1,-1.0,-1.0,1.0,-1.0,-1.0,1,0
4,1,2,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,2,0,1,3,-1.0,-1.0,1.5,-1.0,-1.0,1,0
4,1,3,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,4,0,1,7,-1.0,-1.0,2.3333333333333335,-1.0,-1.0,1,0
4,1,4,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,13,0,1,20,-1.0,-1.0,5.0,-1.0,-1.0,1,0
4,1,5,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,12,0,1,32,-1.0,-1.0,6.4,-1.0,-1.0,1,0
4,1,6,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,3,0,1,35,-1.0,-1.0,5.833333333333333,-1.0,-1.0,1,0
4,1,7,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,7,1,2,42,-1.0,-1.0,6.0,-1.0,-1.0,1,0
4,1,8,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,6,0,2,48,-1.0,-1.0,6.0,-1.0,-1.0,1,0
4,1,9,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,5,1,3,53,-1.0,-1.0,5.888888888888889,-1.0,-1.0,1,0
4,1,10,Rising Pune Supergiant,Kings XI Punjab,Rising Pune Supergiant,Kings XI Punjab,10,0,3,63,-1.0,-1.0,6.3,-1.0,-1.0,1,0
